PartidoID,Fecha,EquipoLocalID,EquipoVisitID,GolesLocal,GolesVisit,Tiros Local,Tiros Visit,Tiros a puerta Local,Tiros a puerta Visit,Posesion Local,Posesion Visit,Pases Local,Pases Visit,Precision de pases Local,Precision de pases Visit,Faltas Local,Faltas Visit,Tarjetas amarillas Local,Tarjetas amarillas Visit,Tarjetas rojas Local,Tarjetas rojas Visit,Fueras de juego Local,Fueras de juego Visit,Saques de esquina Local,Saques de esquina Visit
22-23-230,19/12/22,LEGANES,ZARAGOZA,2,1,6,7,4,2,0.53,0.47,472.0,419.0,0.81,0.76,9,12,3,2,0,1,2,1,6.0,2.0
22-23-231,6/1/23,PONFERRADINA,VILLARREALB,2,1,15,5,6,3,0.47,0.53,445.0,485.0,0.82,0.82,14,8,3,0,0,1,1,2,5.0,3.0
22-23-232,6/1/23,GIJON,LEVANTE,1,1,7,14,2,3,0.42,0.58,382.0,512.0,0.75,0.83,9,13,4,3,0,0,3,1,3.0,7.0
22-23-233,6/1/23,LEGANES,LUGO,1,0,11,7,4,1,0.64,0.36,475.0,281.0,0.8,0.69,15,14,3,3,0,0,3,1,9.0,1.0
22-23-234,7/1/23,ANDORRA,OVIEDO,3,1,11,8,6,3,0.75,0.25,688.0,222.0,0.88,0.68,9,16,1,3,0,0,0,3,3.0,3.0
22-23-235,7/1/23,MALAGA,TENERIFE,1,1,17,4,4,1,0.58,0.42,498.0,378.0,0.82,0.72,8,13,2,5,0,0,1,1,3.0,2.0
22-23-236,7/1/23,ALAVES,BURGOS,1,0,23,3,7,3,0.63,0.37,386.0,239.0,0.76,0.62,15,11,5,5,0,0,2,5,13.0,2.0
22-23-237,8/1/23,GRANADA,CARTAGENA,1,0,15,7,6,2,0.49,0.51,379.0,386.0,0.78,0.73,21,14,0,3,1,1,0,4,9.0,5.0
22-23-238,8/1/23,ZARAGOZA,MIRANDES,0,0,17,12,4,6,0.63,0.37,546.0,330.0,0.84,0.74,8,16,2,1,0,0,0,1,3.0,5.0
22-23-239,8/1/23,PALMAS,SANTANDER,1,1,18,9,2,3,0.69,0.31,637.0,285.0,0.89,0.74,13,13,2,5,0,0,3,2,8.0,2.0
22-23-240,8/1/23,EIBAR,IBIZA,1,0,10,8,7,5,0.68,0.32,625.0,283.0,0.82,0.68,10,11,2,4,0,0,1,2,4.0,2.0
22-23-241,9/1/23,HUESCA,ALBACETE,1,1,13,15,2,5,0.41,0.59,302.0,440.0,0.72,0.79,13,14,1,1,0,0,1,2,5.0,6.0
22-23-242,13/1/23,OVIEDO,ALAVES,1,0,10,10,2,1,0.39,0.61,267.0,433.0,0.68,0.78,8,16,2,4,0,1,2,0,6.0,5.0
22-23-243,14/1/23,CARTAGENA,HUESCA,0,0,15,4,4,1,0.69,0.31,532.0,239.0,0.84,0.66,12,11,2,2,0,0,2,0,7.0,3.0
22-23-244,14/1/23,IBIZA,PALMAS,1,2,13,14,5,6,0.23,0.77,199.0,675.0,0.63,0.87,14,9,3,3,1,0,5,2,5.0,4.0
22-23-245,14/1/23,VILLARREALB,ZARAGOZA,2,3,10,7,4,3,0.51,0.49,413.0,396.0,0.82,0.82,13,22,3,2,0,0,2,3,2.0,5.0
22-23-246,14/1/23,TENERIFE,PONFERRADINA,0,0,16,1,3,0,0.55,0.45,431.0,371.0,0.8,0.74,14,15,1,6,0,0,2,0,8.0,1.0
22-23-247,14/1/23,SANTANDER,GIJON,2,0,16,19,10,6,0.37,0.63,206.0,373.0,0.67,0.75,12,16,2,4,0,0,0,2,1.0,13.0
22-23-248,14/1/23,LEVANTE,GRANADA,3,1,13,8,5,4,0.45,0.55,374.0,458.0,0.79,0.81,17,12,0,0,0,0,4,0,7.0,1.0
22-23-249,15/1/23,EIBAR,MALAGA,2,1,17,7,7,3,0.54,0.46,553.0,472.0,0.82,0.76,8,10,2,2,0,0,1,3,4.0,1.0
22-23-250,15/1/23,MIRANDES,LUGO,2,0,16,8,3,1,0.49,0.51,431.0,437.0,0.75,0.79,6,18,1,1,1,0,0,2,7.0,2.0
22-23-251,15/1/23,BURGOS,ANDORRA,2,1,10,15,3,7,0.31,0.69,276.0,598.0,0.77,0.87,10,9,2,1,0,0,5,0,3.0,11.0
22-23-252,16/1/23,ALBACETE,LEGANES,1,0,15,7,5,1,0.44,0.56,366.0,456.0,0.65,0.76,13,10,3,4,0,1,2,0,5.0,2.0
22-23-253,20/1/23,PALMAS,MIRANDES,2,1,20,3,7,2,0.68,0.32,620.0,301.0,0.86,0.69,14,12,4,5,0,0,1,3,6.0,0.0
22-23-254,21/1/23,PONFERRADINA,EIBAR,0,1,12,6,5,4,0.48,0.52,406.0,441.0,0.78,0.8,14,10,5,3,0,0,3,6,3.0,6.0
22-23-255,21/1/23,MALAGA,BURGOS,1,1,8,8,3,1,0.57,0.43,298.0,210.0,0.74,0.66,15,12,2,1,0,0,4,2,7.0,5.0
22-23-256,21/1/23,GRANADA,IBIZA,2,0,10,16,4,5,0.64,0.36,506.0,289.0,0.78,0.65,10,8,3,0,0,0,3,4,2.0,2.0
22-23-257,21/1/23,ALAVES,SANTANDER,3,0,19,7,6,3,0.53,0.47,382.0,349.0,0.79,0.74,21,11,1,2,1,0,1,1,2.0,4.0
22-23-258,22/1/23,LEGANES,LEVANTE,2,2,10,18,4,3,0.4,0.6,305.0,438.0,0.73,0.83,11,12,3,3,0,0,5,0,4.0,5.0
22-23-259,22/1/23,CARTAGENA,TENERIFE,0,1,7,10,0,4,0.63,0.37,470.0,286.0,0.79,0.65,16,18,4,4,0,1,1,3,6.0,3.0
22-23-260,22/1/23,GIJON,ZARAGOZA,1,0,11,7,3,2,0.67,0.33,614.0,298.0,0.86,0.7,11,11,2,3,0,2,3,0,5.0,4.0
22-23-261,22/1/23,HUESCA,OVIEDO,1,1,15,8,5,2,0.64,0.36,481.0,275.0,0.83,0.65,12,10,4,3,0,1,0,2,3.0,5.0
22-23-262,22/1/23,LUGO,VILLARREALB,1,2,10,19,5,7,0.37,0.63,266.0,474.0,0.67,0.81,19,7,3,2,1,0,0,2,1.0,9.0
22-23-263,23/1/23,ANDORRA,ALBACETE,0,1,6,6,2,4,0.7,0.3,620.0,276.0,0.89,0.71,14,17,4,3,1,0,2,6,6.0,2.0
22-23-264,27/1/23,SANTANDER,TENERIFE,1,1,10,10,4,2,0.47,0.53,209.0,264.0,0.65,0.56,10,22,4,5,0,0,0,0,7.0,3.0
22-23-265,28/1/23,GRANADA,ANDORRA,2,0,11,12,5,3,0.36,0.64,206.0,462.0,0.43,0.71,6,11,2,3,0,0,1,4,3.0,7.0
22-23-266,28/1/23,OVIEDO,VILLARREALB,0,1,13,3,4,2,0.46,0.54,371.0,478.0,0.75,0.79,11,9,2,3,0,0,4,1,11.0,1.0
22-23-267,28/1/23,EIBAR,LEGANES,0,0,15,8,6,1,0.61,0.39,557.0,362.0,0.85,0.74,12,11,4,3,0,0,2,2,6.0,4.0
22-23-268,28/1/23,PALMAS,HUESCA,1,0,16,7,4,2,0.75,0.25,676.0,222.0,0.88,0.64,11,16,0,5,0,0,1,3,7.0,1.0
22-23-269,29/1/23,MIRANDES,ALAVES,1,3,7,12,3,4,0.59,0.41,499.0,348.0,0.81,0.71,12,17,1,1,0,0,3,3,3.0,7.0
22-23-270,29/1/23,LEVANTE,BURGOS,1,0,15,9,4,1,0.58,0.42,446.0,335.0,0.82,0.77,14,14,3,4,0,0,0,4,3.0,1.0
22-23-271,29/1/23,ALBACETE,LUGO,2,0,12,9,2,3,0.64,0.36,476.0,256.0,0.82,0.68,13,11,1,0,0,0,5,0,7.0,7.0
22-23-272,29/1/23,GIJON,MALAGA,0,0,9,11,2,1,0.55,0.45,402.0,294.0,0.62,0.55,9,14,2,2,0,0,3,3,2.0,5.0
22-23-273,29/1/23,IBIZA,CARTAGENA,2,2,14,7,6,3,0.42,0.58,295.0,436.0,0.69,0.77,15,14,2,3,0,0,3,0,12.0,5.0
22-23-274,30/1/23,ZARAGOZA,PONFERRADINA,0,0,9,9,2,1,0.49,0.51,451.0,464.0,0.76,0.71,10,8,2,1,0,0,4,1,5.0,2.0
22-23-275,3/2/23,MALAGA,OVIEDO,0,1,6,13,2,4,0.59,0.41,339.0,202.0,0.69,0.64,11,11,3,2,1,0,0,3,6.0,5.0
22-23-276,4/2/23,LEGANES,GIJON,1,0,7,11,3,3,0.36,0.64,263.0,455.0,0.69,0.85,17,16,6,3,1,2,1,2,3.0,5.0
22-23-277,4/2/23,HUESCA,MIRANDES,1,0,7,9,2,3,0.4,0.6,275.0,417.0,0.69,0.76,15,10,1,2,0,0,3,3,7.0,3.0
22-23-278,4/2/23,TENERIFE,ALBACETE,1,0,9,9,1,3,0.35,0.65,264.0,485.0,0.65,0.82,15,15,6,3,0,0,3,1,6.0,11.0
22-23-279,4/2/23,ALAVES,EIBAR,2,0,17,12,4,2,0.52,0.48,377.0,366.0,0.7,0.72,14,15,4,4,0,1,4,2,7.0,3.0
22-23-280,5/2/23,VILLARREALB,GRANADA,0,2,19,7,5,4,0.59,0.41,521.0,361.0,0.81,0.69,14,15,2,1,0,0,3,0,8.0,1.0
22-23-281,5/2/23,ANDORRA,ZARAGOZA,0,1,18,10,2,3,0.74,0.26,611.0,206.0,0.88,0.66,9,7,1,1,0,0,1,2,10.0,9.0
22-23-282,5/2/23,CARTAGENA,LEVANTE,1,2,14,11,2,3,0.59,0.41,419.0,311.0,0.84,0.78,15,19,3,5,0,0,3,1,4.0,1.0
22-23-283,5/2/23,PONFERRADINA,SANTANDER,1,1,11,16,3,5,0.47,0.53,397.0,447.0,0.79,0.79,15,12,2,2,1,0,1,2,3.0,5.0
22-23-284,5/2/23,LUGO,IBIZA,0,0,16,7,5,1,0.63,0.37,417.0,245.0,0.8,0.64,15,18,2,2,0,0,5,2,6.0,6.0
22-23-285,6/2/23,BURGOS,PALMAS,0,0,5,12,2,3,0.36,0.64,214.0,481.0,0.68,0.72,20,14,4,3,0,0,4,3,2.0,0.0
22-23-286,10/2/23,GRANADA,TENERIFE,2,0,7,9,3,3,0.52,0.48,374.0,306.0,0.76,0.74,10,14,2,3,0,0,0,7,2.0,7.0
22-23-287,11/2/23,ZARAGOZA,ALAVES,1,4,15,10,7,6,0.62,0.38,421.0,266.0,0.77,0.64,17,13,3,3,0,0,0,5,5.0,5.0
22-23-288,11/2/23,MIRANDES,VILLARREALB,2,1,23,11,12,3,0.47,0.53,426.0,479.0,0.78,0.81,6,6,1,2,0,0,0,4,9.0,1.0
22-23-289,11/2/23,LEVANTE,ANDORRA,1,0,9,12,1,2,0.28,0.72,240.0,655.0,0.72,0.88,21,9,2,1,0,0,6,2,5.0,2.0
22-23-290,11/2/23,PALMAS,LUGO,3,0,23,5,9,1,0.72,0.28,629.0,246.0,0.84,0.67,8,5,2,2,0,0,1,2,9.0,2.0
22-23-291,12/2/23,ALBACETE,MALAGA,3,2,18,6,6,4,0.64,0.36,388.0,157.0,0.82,0.77,17,13,1,3,0,1,5,1,5.0,5.0
22-23-292,12/2/23,OVIEDO,BURGOS,0,1,7,10,1,2,0.47,0.53,347.0,392.0,0.69,0.73,13,11,3,0,1,0,3,1,3.0,4.0
22-23-293,12/2/23,EIBAR,CARTAGENA,0,3,16,11,1,4,0.65,0.35,606.0,333.0,0.86,0.71,8,13,3,2,0,0,3,0,5.0,3.0
22-23-294,12/2/23,GIJON,HUESCA,1,1,16,3,4,1,0.75,0.25,577.0,204.0,0.83,0.55,8,15,0,3,0,1,4,1,9.0,0.0
22-23-295,12/2/23,IBIZA,PONFERRADINA,1,1,13,13,5,4,0.31,0.69,246.0,574.0,0.69,0.81,13,7,3,4,0,0,2,2,7.0,6.0
22-23-296,13/2/23,SANTANDER,LEGANES,2,1,11,12,3,5,0.45,0.55,350.0,432.0,0.76,0.83,13,12,2,5,0,1,0,2,7.0,3.0
22-23-297,17/2/23,CARTAGENA,OVIEDO,2,1,16,5,8,2,0.6,0.4,494.0,318.0,0.82,0.69,22,21,2,2,0,0,1,3,3.0,3.0
22-23-298,18/2/23,LUGO,EIBAR,0,2,8,16,1,5,0.54,0.46,364.0,338.0,0.76,0.74,7,11,3,2,0,1,4,0,9.0,6.0
22-23-299,18/2/23,PONFERRADINA,LEVANTE,0,0,11,8,2,2,0.41,0.59,333.0,461.0,0.75,0.83,10,12,5,4,1,0,3,1,3.0,5.0
22-23-300,18/2/23,LEGANES,PALMAS,0,0,6,10,3,2,0.25,0.75,212.0,633.0,0.63,0.87,10,13,1,4,1,0,2,4,2.0,4.0
22-23-301,18/2/23,TENERIFE,MIRANDES,1,0,14,7,1,3,0.46,0.54,365.0,441.0,0.75,0.8,20,7,4,2,0,0,1,1,6.0,4.0
22-23-302,19/2/23,HUESCA,GRANADA,1,1,8,9,4,2,0.36,0.64,251.0,446.0,0.56,0.74,13,15,3,3,0,0,5,4,4.0,4.0
22-23-303,19/2/23,ANDORRA,GIJON,1,0,12,12,3,2,0.65,0.35,482.0,257.0,0.87,0.79,5,12,0,4,0,0,2,5,7.0,3.0
22-23-304,19/2/23,ALAVES,IBIZA,4,2,13,7,7,3,0.43,0.57,273.0,361.0,0.69,0.74,10,19,2,3,0,2,1,0,3.0,2.0
22-23-305,19/2/23,BURGOS,ALBACETE,1,1,9,9,2,3,0.53,0.47,432.0,390.0,0.65,0.65,10,14,2,3,0,0,2,1,4.0,1.0
22-23-306,19/2/23,VILLARREALB,SANTANDER,2,1,14,4,3,1,0.6,0.4,544.0,363.0,0.87,0.76,12,16,0,3,0,0,1,0,2.0,0.0
22-23-307,20/2/23,MALAGA,ZARAGOZA,3,0,10,11,5,4,0.44,0.56,220.0,332.0,0.67,0.82,3,15,0,2,0,0,3,3,5.0,1.0
22-23-308,24/2/23,EIBAR,VILLARREALB,2,0,13,7,5,3,0.46,0.54,410.0,481.0,0.76,0.76,11,10,4,1,0,0,2,0,4.0,5.0
22-23-309,25/2/23,ALAVES,CARTAGENA,0,0,14,6,4,1,0.53,0.47,389.0,355.0,0.78,0.78,14,15,2,2,0,0,2,3,7.0,2.0
22-23-310,25/2/23,SANTANDER,ANDORRA,2,1,8,24,4,7,0.26,0.74,261.0,726.0,0.67,0.92,10,10,1,1,1,0,3,1,3.0,7.0
22-23-311,25/2/23,GIJON,TENERIFE,1,0,10,13,2,1,0.46,0.54,473.0,544.0,0.82,0.84,8,10,3,2,0,0,2,1,7.0,4.0
22-23-312,25/2/23,MIRANDES,LEGANES,0,0,4,10,2,5,0.44,0.56,394.0,488.0,0.81,0.85,14,13,2,1,0,0,4,1,3.0,6.0
22-23-313,26/2/23,IBIZA,HUESCA,2,2,19,8,5,4,0.66,0.34,481.0,253.0,0.78,0.59,8,14,2,2,0,0,2,4,7.0,6.0
22-23-314,26/2/23,LEVANTE,LUGO,3,1,17,8,6,4,0.71,0.29,528.0,216.0,0.82,0.6,18,10,1,0,0,0,0,1,17.0,3.0
22-23-315,26/2/23,ZARAGOZA,BURGOS,0,0,15,13,5,2,0.53,0.47,396.0,380.0,0.72,0.7,9,9,3,1,0,0,2,1,6.0,2.0
22-23-316,26/2/23,PALMAS,PONFERRADINA,2,0,21,1,6,1,0.78,0.22,677.0,194.0,0.9,0.59,9,16,1,3,0,1,1,2,8.0,2.0
22-23-317,26/2/23,OVIEDO,ALBACETE,1,1,11,9,3,3,0.39,0.61,285.0,473.0,0.64,0.77,10,16,3,3,0,0,3,3,5.0,3.0
22-23-318,27/2/23,GRANADA,MALAGA,1,0,8,6,3,2,0.61,0.39,401.0,375.0,0.83,0.77,8,6,4,1,0,0,3,2,0.0,1.0
22-23-319,3/3/23,ANDORRA,PALMAS,0,0,4,16,1,3,0.25,0.75,234.0,669.0,0.69,0.9,12,15,3,3,1,0,0,2,2.0,9.0
22-23-320,4/3/23,BURGOS,GRANADA,1,3,8,6,4,5,0.52,0.48,269.0,253.0,0.75,0.75,18,13,2,3,1,0,1,1,8.0,2.0
22-23-321,4/3/23,HUESCA,LEVANTE,3,0,7,21,4,7,0.25,0.75,186.0,545.0,0.61,0.83,12,12,2,4,0,0,4,2,3.0,7.0
22-23-322,4/3/23,TENERIFE,EIBAR,0,1,14,2,7,2,0.56,0.44,479.0,390.0,0.84,0.8,11,11,2,2,0,0,3,2,9.0,1.0
22-23-323,4/3/23,MIRANDES,OVIEDO,1,0,11,7,2,3,0.61,0.39,540.0,340.0,0.78,0.68,14,12,1,4,0,0,2,1,2.0,2.0
22-23-324,5/3/23,LEGANES,IBIZA,0,1,15,10,6,5,0.7,0.3,575.0,238.0,0.81,0.62,8,20,1,5,0,0,4,1,4.0,4.0
22-23-325,5/3/23,ALBACETE,GIJON,2,1,14,13,9,3,0.35,0.65,310.0,453.0,0.76,0.74,16,11,2,2,0,0,10,1,6.0,3.0
22-23-326,5/3/23,MALAGA,SANTANDER,0,1,20,14,3,7,0.44,0.56,362.0,465.0,0.74,0.75,14,14,1,3,1,0,3,1,5.0,6.0
22-23-327,5/3/23,LUGO,ZARAGOZA,0,0,8,8,4,1,0.44,0.56,350.0,456.0,0.7,0.75,13,10,2,1,0,0,3,1,4.0,2.0
22-23-328,5/3/23,PONFERRADINA,CARTAGENA,0,3,13,6,4,3,0.55,0.45,442.0,375.0,0.82,0.8,14,15,1,2,0,0,0,4,6.0,4.0
22-23-329,6/3/23,VILLARREALB,ALAVES,1,0,10,10,4,2,0.52,0.48,417.0,379.0,0.8,0.78,11,17,2,4,0,0,2,2,3.0,8.0
22-23-330,10/3/23,OVIEDO,TENERIFE,0,0,9,7,3,0,0.46,0.54,207.0,262.0,0.78,0.79,13,11,3,4,0,0,1,2,8.0,3.0
22-23-331,11/3/23,EIBAR,BURGOS,1,0,13,9,7,2,0.58,0.42,548.0,410.0,0.81,0.76,7,7,2,2,0,0,1,3,10.0,2.0
22-23-332,11/3/23,ALAVES,LUGO,0,0,18,9,6,3,0.62,0.38,411.0,264.0,0.79,0.67,13,16,3,3,0,1,5,0,6.0,5.0
22-23-333,11/3/23,IBIZA,VILLARREALB,0,0,6,13,1,5,0.35,0.65,264.0,505.0,0.67,0.83,20,12,3,1,1,0,1,2,4.0,8.0
22-23-334,11/3/23,PALMAS,MALAGA,2,2,14,10,6,6,0.69,0.31,660.0,298.0,0.86,0.75,14,18,3,1,0,0,1,6,4.0,2.0
22-23-335,12/3/23,ZARAGOZA,LEGANES,3,0,9,10,6,2,0.39,0.61,268.0,423.0,0.77,0.86,18,12,3,1,0,0,0,0,6.0,4.0
22-23-336,12/3/23,GIJON,MIRANDES,3,4,13,13,5,7,0.68,0.32,520.0,260.0,0.85,0.69,18,13,2,0,0,0,1,4,5.0,5.0
22-23-337,12/3/23,LEVANTE,ALBACETE,0,0,25,11,5,3,0.65,0.35,455.0,250.0,0.85,0.64,16,13,1,3,0,0,2,2,5.0,5.0
22-23-338,12/3/23,CARTAGENA,ANDORRA,0,3,20,13,7,6,0.37,0.63,311.0,570.0,0.8,0.88,10,10,2,3,0,0,3,0,6.0,5.0
22-23-339,12/3/23,GRANADA,PONFERRADINA,2,2,23,10,10,6,0.52,0.48,452.0,432.0,0.78,0.82,9,13,2,4,0,0,1,0,9.0,2.0
22-23-340,13/3/23,SANTANDER,HUESCA,1,1,8,11,2,3,0.66,0.34,586.0,305.0,0.87,0.78,11,14,0,2,0,0,0,5,1.0,1.0
22-23-341,17/3/23,MALAGA,LEVANTE,0,0,8,11,1,2,0.44,0.56,320.0,412.0,0.76,0.8,20,17,2,5,1,1,3,4,6.0,7.0
22-23-342,18/3/23,ANDORRA,IBIZA,2,2,23,7,8,3,0.85,0.15,803.0,145.0,0.93,0.6,11,6,3,5,0,0,3,2,10.0,3.0
22-23-343,18/3/23,ALBACETE,GRANADA,1,2,10,10,5,4,0.48,0.52,392.0,432.0,0.73,0.74,13,14,3,6,0,0,3,1,5.0,2.0
22-23-344,18/3/23,LEGANES,OVIEDO,0,1,9,6,3,1,0.57,0.43,501.0,384.0,0.81,0.72,13,15,3,2,0,0,0,2,4.0,9.0
22-23-345,18/3/23,TENERIFE,PALMAS,4,1,12,6,6,2,0.37,0.63,297.0,507.0,0.71,0.82,26,6,4,4,0,0,5,2,4.0,4.0
22-23-346,18/3/23,PONFERRADINA,ALAVES,1,0,12,21,5,7,0.53,0.47,368.0,313.0,0.76,0.76,13,17,1,4,0,0,2,2,7.0,10.0
22-23-347,19/3/23,BURGOS,GIJON,0,0,10,10,4,2,0.51,0.49,254.0,240.0,0.76,0.8,15,8,5,3,0,0,1,3,8.0,10.0
